"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"2","3","1","5","2","5","1","5","1","5","4","2","5","2","3","5","3","5","3","5","1","5","3","5","5","5","1","5","4","3","3","2","4","2","3","3","5","4","3","5","2","3","4","4","3","2","3","1","4","3","38413","3945","3902","3599","13091","7096","4739","4221","4781","3395","1043","4578","2947","673","4543","3865","3535","8176","3241","2686","1073","3945","10193","3582","4798","14375","4676","3969","2471","4043","8694","4812","8511","5687","4677","4548","3508","51864","3424","4271","12206","5998","11786","41156","2772","6108","5018","4303","4299","3905","2018-10-04 07:23:43","360","640","18","374",14,146,"GB","52.2","-2.2"
"3","4","2","3","2","4","2","4","2","4","4","3","5","2","2","4","3","2","2","4","2","4","1","4","2","4","2","4","4","4","2","2","1","2","3","3","4","3","3","3","3","4","4","3","3","2","5","2","4","3","10598","5241","5312","3594","2828","4146","4656","3664","2703","2406","2820","4256","4634","3126","4860","1320","3422","5771","2258","2883","3844","3377","5545","3084","3728","3038","3164","8428","3664","4040","3868","4156","5052","3422","5990","11046","5858","7742","6648","4866","3710","3782","3484","12506","6179","3290","3836","10913","2546","2883","2016-11-10 03:26:49","1920","1080","3","236",19,1,"NO","59.95","10.75"
"3","3","3","3","4","2","4","4","4","3","2","4","4","5","4","2","2","2","1","1","1","5","1","5","1","5","1","4","5","4","4","3","4","3","4","3","4","2","3","3","4","4","3","3","3","3","4","4","4","4","5746","1859","3782","938","4045","3194","2502","2679","3636","1977","2054","2511","2874","3821","2727","5347","2123","2766","1761","1877","2765","4212","4047","1897","5279","2092","5610","4176","20570","2061","2698","2004","3704","2013","2872","3059","2287","5850","3783","2397","3156","6804","3294","2162","1663","2668","2657","3558","44351","6628","2016-06-21 12:33:29","1518","853","4","220",9,1,"GB","52.3","-1.5333"
"3","2","4","3","3","3","1","4","2","4","3","3","3","4","3","2","3","2","4","1","4","2","4","4","2","2","3","3","4","3","4","3","5","3","2","3","5","3","4","3","3","2","2","3","4","4","4","3","3","3","2376","3416","3298","1950","1467","1781","2149","2583","2534","2517","1484","1220","1298","3202","2185","2086","1600","2701","2465","2146","1767","3167","1002","2598","3283","2487","3168","1649","2382","2016","1650","2047","1966","1301","2551","13979","2914","2083","1515","1302","1067","2050","2001","3164","2447","1733","1501","1134","1736","2151","2016-04-21 08:43:29","1366","768","3","119",5,29,"US","38.0","-97.0"
"3","1","4","2","4","1","3","4","4","4","2","4","4","5","1","2","2","2","2","1","1","3","3","4","1","2","2","3","4","3","4","3","4","2","4","2","4","3","2","2","4","2","5","2","4","1","5","2","4","5","9194","4022","10608","10010","4377","29609","11254","5156","2797","4367","9305","4120","3952","4816","4041","8135","4254","2547","4960","3261","5789","4453","18429","954","3612","3959","766","5319","5020","2923","3257","6073","1874","4418","3502","3412","2691","4353","4195","4106","4068","4841","4598","3900","3326","937","10910","3207","3337","1392","2016-08-16 10:40:50","360","640","7","272",24,1,"US","38.0","-97.0"
"2","2","4","3","4","2","3","3","2","3","5","3","5","2","3","2","4","4","4","2","1","4","1","4","2","5","3","4","4","4","4","4","4","2","0","4","3","2","2","4","5","1","5","1","4","2","4","4","5","5","26762","3749","5241","8426","1997","1437","14485","9413","3384","3811","6307","6398","8928","2131","12132","20580","14409","15461","2267","2523","4616","2567","3637","3822","19303","18307","6121","4620","3568","3417","12475","15433","6003","3210","0","3727","3772","4019","1884","5617","1337","6934","2402","4420","18100","3988","7377","4487","2671","4599","2018-03-26 20:58:54","375","667","127","354",68,2,"US","38.0","-97.0"
"3","3","4","4","4","3","3","4","3","3","4","4","4","3","3","4","4","3","4","3","2","4","3","4","2","4","2","4","4","4","3","3","4","3","2","3","4","2","3","3","2","3","5","2","3","1","3","2","4","4","11106","3149","2179","2484","5164","3950","2402","4032","1133","2983","2208","2150","2615","7985","2031","4782","6617","3662","2615","2715","27485","2549","2939","2382","3484","4916","2548","2969","6520","2417","2344","3169","2716","2615","3251","4184","2735","3786","2833","2333","2131","3033","1818","1017","3002","2668","1998","3516","3719","1736","2016-12-15 23:47:29","320","568","2","191",3,1,"US","40.6565","-74.3037"
"3","2","3","4","3","1","5","1","1","5","5","2","5","4","3","4","4","3","4","1","2","4","1","4","1","3","2","4","3","3","2","4","2","1","2","5","4","3","3","3","3","2","3","2","3","2","2","2","2","3","10362","3448","5968","2356","2462","2590","3899","2875","2356","2606","2868","3347","8053","3055","632","2547","3033","3267","2625","2175","4040","2932","2931","3271","3687","2115","3018","3035","2491","2626","3063","3704","2797","2268","15304","4382","2269","3467","3241","3732","3247","4953","2703","4072","5786","4401","2424","2318","11374","2376","2018-01-26 02:30:08","414","736","56","190",217,22,"GB","55.95","-3.2"
"3","5","2","5","1","3","2","3","2","4","5","2","5","2","3","2","3","2","2","4","2","5","1","4","2","3","2","4","2","2","4","1","5","2","4","2","5","1","3","5","4","3","4","1","3","2","2","3","5","4","51623","2151","24808","870","3844","2615","26922","2394","2874","2220","2100","19840","1537","6451","14310","2969","5087","9090","2826","2945","2414","2940","4239","2637","57161","2818","3219","2931","4259","4629","3267","10305","3085","31491","25444","5549","24952","10692","1994","3960","1673","5897","3110","3273","3079","3261","4574","3723","2181","843","2018-11-07 11:17:43","1280","800","4","429",12,1,"SE","57.7167","11.9667"
"5","1","1","1","4","1","5","1","5","1","1","4","4","4","2","2","2","2","3","1","1","5","4","4","2","3","1","4","5","4","3","3","5","3","3","2","3","2","2","4","4","1","5","1","5","2","5","4","5","5","3587","2903","1112","3292","5084","3142","6344","6312","3723","3875","5961","4650","6532","3430","54932","4135","6437","3725","4651","9591","3970","3785","7051","6221","11545","11501","4482","7841","6586","6465","3730","5519","5416","4184","3212","5590","2383","36996","5029","5436","5388","14412","5138","2974","7208","8637","4773","2741","8457","1306","2016-08-02 19:51:52","1366","768","442","354",9,270,"AU","-37.8139","144.9634"
"1","5","3","5","1","3","1","5","4","5","3","1","5","1","5","5","5","5","5","4","1","5","1","5","1","5","1","4","5","5","1","1","1","5","1","5","3","4","3","3","5","1","5","1","5","1","5","5","5","5","1837","1385","1867","1166","2784","3466","3101","2167","1900","2899","3217","2150","2182","1600","1501","2748","1704","1202","1180","2366","2984","1147","2366","1233","2064","818","5379","3284","1939","643","1581","2383","969","966","1185","2496","1502","2850","1496","2674","2001","2617","1834","4150","1485","1318","1330","2132","7151","965","2016-07-29 18:16:51","1680","1050","2","109",7,1,"CA","49.2136","-122.8949"
"4","1","5","1","4","2","4","2","3","2","4","5","4","3","2","2","2","2","2","2","4","3","3","2","2","4","4","5","1","3","4","2","4","2","2","3","4","4","4","3","4","4","5","4","4","2","4","3","2","4","2923","2400","4887","2241","758","2999","1030","3664","3492","1540","1955","13573","2532","4781","2133","2228","1899","3079","1679","1562","3843","1201","2335","1571","2431","2884","2164","1821","1775","1420","1350","4876","1297","3007","2241","2211","1243","2929","1328","3883","1054","2014","1414","2109","898","3897","1922","1147","1383","1210","2018-03-26 14:58:02","3440","1440","18","128",9,1,"US","41.8632","-87.6198"
"1","2","2","4","4","2","4","5","2","3","4","2","5","1","4","2","4","4","4","4","1","4","3","5","2","5","2","5","4","4","3","3","4","2","1","5","4","2","2","4","2","2","2","1","4","2","4","3","5","3","4189","5844","1943","2855","1557","2125","4176","3277","2416","2669","2140","3292","1358","1155","2536","6228","2400","933","1613","2468","1570","2519","2085","1977","3026","1323","2959","1964","1861","2202","2799","3879","1535","3086","2091","2588","1842","5092","1550","4615","2346","1976","2710","2178","2038","4961","1663","2689","1813","1942","2018-01-31 00:15:52","2560","1440","16","130",9,1,"US","29.5074","-95.0949"
"1","3","5","5","3","3","3","5","3","5","1","4","1","5","1","1","1","1","2","1","1","5","1","5","1","5","1","5","5","5","5","1","5","1","5","1","5","1","5","5","5","1","5","1","5","1","5","5","5","5","30039","6808","5032","2857","4017","1280","4408","3449","9296","3481","3344","11904","2471","4311","55935","1600","3359","3752","4479","2263","4712","6503","2312","2959","3327","1511","5416","2255","1999","2184","2312","5321","6568","1953","2729","3152","1528","13056","1529","2944","2496","3968","1704","2672","1529","2096","2537","2128","3016","1560","2017-08-19 10:52:11","1366","768","66","278",9,2,"US","38.0","-97.0"
"2","4","1","5","1","3","1","4","3","4","2","4","3","4","4","2","5","4","1","4","4","5","3","4","4","4","2","4","2","3","2","4","5","2","3","2","4","2","2","2","5","1","5","1","4","1","4","5","4","5","13070","21875","5474","4900","18011","21186","4491","3999","5769","4163","5121","4303","10175","3363","10373","12951","2708","3233","14905","2511","3952","3347","6921","4116","4916","3098","3895","4019","4036","4629","65154","6780","3005","3096","8738","12853","1936","3648","24542","6610","6443","7448","5698","5238","6973","8088","2686","3373","3651","2341","2018-02-23 12:30:41","1366","768","101","407",22,1,"LY","25.0","17.0"
"3","3","4","4","4","3","4","4","2","2","2","4","4","4","3","3","4","3","4","2","5","4","3","4","2","4","2","4","4","4","4","2","3","2","2","4","3","3","3","3","3","3","3","3","4","3","4","2","4","3","8248","15183","2984","3272","3175","4063","2495","2822","2712","5336","3335","2736","1672","4040","3232","2016","4672","6711","3919","1904","4759","2640","3464","2967","3560","1552","2576","4704","2040","4951","2512","4336","2792","3520","4048","3168","4056","2288","5896","3120","3936","2911","1488","2352","2400","4504","2353","3608","3560","2216","2017-03-27 14:03:26","1280","1024","5","183",17,130,"US","38.0","-97.0"
"4","2","5","2","5","1","5","5","4","3","2","3","3","3","3","3","4","3","4","3","2","5","4","4","2","3","2","5","4","4","4","4","3","2","2","2","2","2","3","3","4","1","5","1","4","2","4","3","5","5","3550","3840","2096","3674","3523","2352","3978","8331","2877","3937","1550","1992","6076","2998","2481","2479","1885","2918","3204","5426","5692","2352","2387","2132","2518","5936","2172","4083","3197","1606","1820","2248","4072","4103","1745","3092","2124","2395","2332","4715","1903","2631","2274","2773","2541","5712","2656","3045","4892","4677","2017-10-10 14:53:55","1536","864","2","166",9,1,"US","40.2364","-83.3671"
"1","5","1","4","2","2","1","5","1","5","3","2","4","4","3","3","3","3","2","5","1","3","2","4","4","4","4","4","5","4","3","1","4","2","3","1","4","3","3","4","5","1","5","1","3","1","4","4","4","5","6765","3378","3276","4476","4204","4530","11065","5077","3754","8923","4246","4478","1211","4227","3748","2609","3555","3312","3872","4165","3988","4220","5033","4213","5548","2998","6242","5027","6115","4443","3930","3588","3172","3901","3688","6192","5194","7216","2643","4303","3778","4142","8458","4545","3822","4271","2870","3231","3228","2823","2018-02-20 10:35:26","360","640","23","226",12,1,"CY","34.9167","33.6292"
"3","4","3","3","4","3","3","3","2","5","4","2","4","3","2","4","2","2","3","2","1","5","1","5","3","5","2","4","4","4","3","3","4","3","2","4","4","1","4","4","5","1","3","1","4","1","5","3","4","4","8165","2921","16820","4342","7101","2807","4591","3409","6553","5127","4243","5237","12852","2861","2377","3084","3841","4229","4492","2487","4043","3863","2935","5012","6238","3197","2768","5169","8524","3828","3775","4237","6450","3680","3825","3310","2762","6088","3644","3460","3467","5279","4037","5239","10403","4235","4060","2805","3344","1892","2018-09-27 08:03:30","360","640","48","241",12,1,"IN","13.0833","80.2833"
"1","1","4","3","3","1","2","4","2","3","3","3","4","2","1","2","2","1","1","2","1","5","2","5","1","4","1","4","5","4","4","2","4","2","2","2","4","1","4","4","5","1","5","1","4","1","4","4","5","5","10887","2361","1834","2253","2817","13899","2785","950","5547","2217","11512","2451","1651","3890","3330","1750","2376","1152","1318","2468","602","1902","1709","1532","1638","2402","2193","6668","2236","7523","2149","2751","2134","8222","2433","14340","2234","2032","2066","1924","1983","4084","1600","4468","5859","1620","3203","2003","1803","2006","2018-01-31 15:53:40","1280","800","4","176",16,1,"CA","44.231","-76.4791"
"4","1","5","1","5","1","4","2","5","3","5","1","5","3","5","5","4","4","4","1","1","5","1","5","1","5","1","5","4","4","4","1","4","2","5","1","5","1","5","4","3","3","2","2","4","4","2","3","5","3","3568","1643","1813","2349","2770","2067","3839","949","2823","1794","2296","1703","1230","2196","1652","2187","1531","1813","1581","1633","2183","1845","1612","3042","1482","1198","1846","2389","2255","2126","2349","4484","3003","1221","2489","9755","2134","3214","1613","3678","2127","4526","1611","2258","1411","2106","3577","2408","2056","1783","2016-04-19 09:57:05","1366","768","3","121",12,1,"US","44.8755","-91.9193"
"1","4","3","4","2","4","1","3","4","5","4","4","3","4","2","2","2","2","1","1","3","2","1","2","4","2","4","2","2","2","1","4","4","3","2","4","3","3","3","2","4","2","5","2","5","2","4","3","4","5","3223","6438","6232","1631","2608","6713","4680","5409","8368","5017","1416","1497","5656","2368","463","8536","3000","5409","776","1033","3999","6944","1240","4288","4255","1296","3400","7584","2560","2303","2657","7008","5720","4056","3833","2385","7280","6759","14040","3080","3096","2151","8409","1601","2623","3335","1992","4640","3127","1048","2016-12-15 21:46:05","1920","1080","46","209",5,1,"US","34.2387","-118.4772"
"3","2","3","4","4","3","5","3","4","3","4","2","4","4","4","4","3","4","4","2","1","4","2","5","1","5","2","4","4","5","4","3","4","5","4","2","4","3","4","3","3","4","4","2","4","2","3","2","5","4","17446","1454","4896","4656","4507","3531","8015","4169","2962","3969","1146","3517","9516","15069","4639","4089","6707","6787","3991","3600","2965","12840","4117","5026","5755","4067","5482","3070","3228","7136","5292","8371","5302","7584","3231","7619","3183","5877","4448","3504","9126","4079","7892","4272","4752","3686","2809","4020","4562","10687","2016-08-31 17:23:50","360","640","19","281",8,1,"ES","37.3097","-6.1153"
"5","1","5","1","5","4","4","4","4","1","5","4","4","2","2","2","5","2","4","4","4","5","2","4","2","4","2","4","2","5","2","2","1","1","1","4","5","4","1","3","1","5","1","5","1","5","2","1","1","1","17777","1657","3835","4629","3206","2836","2179","3156","1604","2245","3614","5000","2182","3969","8262","2546","1865","4225","2395","2201","2950","14110","1758","1894","6214","2678","5198","4354","2150","1750","1564","2510","4826","4035","2488","4163","1460","20483","2254","3087","2438","4147","2132","2963","3871","4206","7571","3248","2839","1758","2018-09-24 02:08:20","1280","720","23","206",8,1,"CA","43.6425","-79.3872"
"3","3","4","1","4","1","3","3","4","3","3","3","4","2","3","1","3","3","2","2","1","4","2","5","1","5","1","4","5","4","4","1","5","2","3","2","4","3","4","3","2","1","5","1","4","1","3","3","1","4","11741","7007","2789","8196","3078","8652","6185","6058","7323","3239","3821","3147","3588","3274","5139","12780","2254","3463","4498","1464","5430","5701","4745","15288","3751","3936","12642","8794","3704","7362","5041","5590","3315","8586","4961","6643","3288","2603","4448","12363","2801","5252","2445","3903","4649","4228","3797","4058","3854","2521","2018-02-06 14:02:17","1366","768","31","276",16,22,"US","36.2958","-119.3812"
"1","1","3","1","5","1","4","3","5","1","3","2","5","3","5","3","2","3","3","3","1","5","1","5","1","5","1","5","5","5","1","1","5","5","1","5","1","5","1","1","5","1","5","1","5","1","5","3","5","5","2731","5307","3559","1751","995","2845","2088","4199","7425","4311","5404","4870","1037","1859","2386","4792","4411","5415","2291","1145","2309","1137","2326","6218","4339","7104","2262","3842","2608","3354","2792","2646","3525","1013","2378","831","2445","4648","2165","3501","2031","4375","2270","4048","812","4276","1734","4560","1634","1019","2018-02-25 20:01:17","1366","768","4","159",6,1,"KH","13.5943","105.0627"
